lable	test1_a
1	让别人看着羡慕但又不敢接近的女生会挡掉很多烂桃花和渣男，挺好…不是什么人都敢上去搭讪的…
1	哈哈哈哈好真实
1	初中时候一天喝三瓶，喝了半个月，喝的嗓子受不了是为啥
0	这个什么意思啊姐妹我也没懂
1	这个视觉像落在我手里落在我心上
1	学到了哈哈哈哈
1	不知道为啥想哭
1	看着我冰箱里过期的水溶100我做了个艰难的决定
1	是不是《解禁男女》
1	可是真的能治口腔溃疡和晕车
1	你真的很会怼笑死我了，每句对于男的的评价都说到我心坎里
0	总是有一些后知后觉
1	这年头搭讪选择也要被挂么，男女视角本来就不一样，不按这某些人想法发展来就是不识好歹
1	退休金那个不清楚是否可以这样子，但好像没领够10年还是多少年的退休金是可以去申请剩下的
1	多刷点六级高分就靠了
1	马上就要考到满分了
1	我觉得是大部分觉得你漂亮的话，潜意识觉得你不好追有男朋友，或者是不好掌控你。
0	还他女朋友腿比你更长更白，黄粱美梦做挺好啊，骗骗哥们行别把自己给骗了
1	下回慢慢回答，确认一下人家啥意思
0	这个头发要如何保养，好羡慕
1	我猜你是在西门吹雪吧
1	那时不懂啊，我还好烦他为什么每次都要问我开多少，明明报价也是他们报的，我们做这些从来不管价格，无论开多少都照单全收。后来懂得太晚了
1	原来雨天也可以像雪天一样浪漫呀
1	其实不是他们喜欢好掌控的，是觉得比较容易得手
1	十几年前坐公交车都是带现金和手机，很多放在口袋里很容易被盗。
1	看完我乳腺都通了
1	要我第三页就删了，因为不知道回啥根本不会怼
1	优秀的人可以屏蔽掉一部分渣男
0	刮刮乐评论区笑疯了
1	？被搭讪可以拒绝的啊……难道他搭讪我我就要嫁给他？
1	学习一下人家
1	我就说小红书能学到真东西
1	谁告诉你的我就算要也只要很帅的小帅的要了有什么用
0	真有礼貌还跟他回那么多信息我以前去集团开会遇到的另一个子公司的同事加我，上来就各种自我介绍开始吹，我让他不是工作的事不要发信息，过了几天又开始发我直接一个删除拉黑
0	你挺好笑的，可能是你圈子廉价的多吧，我在国外大把的白富美都这样，这样打扮的我还没见过廉价没钱的
1	你的可能多或者位置不太好？我的就是在宫颈口，就一颗。，而且验血没问题的。医生用钳子掐住，咔嚓就好了。
1	最近好多这种
1	确实治疗口腔溃疡真的好！牙龈肿痛也特棒！喝完一会儿就不疼了
1	知识以歹毒的方式进入我的脑子
1	这是学英语的
1	抓住他，在他想开始谈的时候，拿下他
1	吗的故事进来了单词略过了
1	我感觉上面很多暗示我听不懂呀，完了，太笨了
1	但是太太太太太太甜了
1	姐妹你好会说！
1	有的时候真的挺分裂的，幸福的婚姻不多，但都还要劝别人结。
1	真是一场酣畅淋漓的破防
1	这是我目前刷到此类贴怼的最爽的一个
1	哈哈，这男的真搞笑
1	有没有课代表说这么多结论是啥
1	重点是背单词！
0	最后一页恶心到生理不适了，
1	来学英语，我最近总被这种帖子骗进来学习
1	对我来说是青皮桔就是那个绿色的排第一！和喜茶的油杆还有一丢丢像！然后是柠檬（这个我朋友说特别酸不是很喜欢特别酸的就不要选了）还有柚子！！也很好喝
0	随便写一下？
1	好，赶紧买一箱
1	打招呼次数没有了，后台丝我一下哈
1	好吓人...
1	考不上了，就开始整活是吧
1	这男的让我想到法哥
1	我去办新护照，护照有污损，她说污损换证会有记录，可能会影响，我说能不能按到期换证算。她说我都知道污损了，就不可以了，然后让我回去考虑考虑。
0	《又卑又亢》
1	这下谁还分得清我和班杜拉，懂了，这就去准备教编面试了
1	一般这种男的，我跟他聊不出三页纸
1	给我出不加任何糖的
0	你看起来是很强势有主见的人姐妹，一点也不好把控
0	看起来好好玩
1	确定不是软广吗
1	我真的选了十几年的
1	这姐的聊天太绝了
1	帝王蟹真不知道
1	南方的雪就吹不动了粘在一起
1	这个男的好搞笑
1	我晕车一直喝
1	缘分真是很神奇的，第一眼认出了对方，但终究没能抵挡住缘分浅，再见了这次真的再见了
1	兑水然后分几次喝
1	是，我遇到莫名其妙男人搭讪的穿搭永远都是那套浅蓝色亚麻布连衣服+长袖白开衫就是因为那样土中又带着一丝“乖巧”
1	糖尿病人需要无糖产
1	我他妈快被你浪漫死啦
1	太典型了，笑死了
1	她脾气太好了，换我早就西八
0	你也有大哥吗？看起来很有经验
1	主要是好喝呀
1	看来你还没被荼毒
1	居然这么有用
1	我记得以前初中学过吧，地震分纵波和横波啊！横波左右摇，纵波上下摇，
1	宝贝答谢宴视频我们也用这个！
1	太典了姐妹也太会说了
1	啊啊啊我兴致勃勃的看到最后，你……
1	马上拿出一颗，休想划我钱
1	看到了看到了，姐妹你减下去后反弹没？
1	作孽年少不懂事问了护士说不可以乖乖没回去
1	能不能分析一下柠檬共和国
1	你还能和他说话我直接懒得说哈哈哈哈
1	最近老刷到这种
0	不知道，不负责这块
1	所以维泡腾片为啥那么贵，一盒最少20
1	我同事想给她班小孩放电影看，去问年级领导行不行，领导说你既然问我了我肯定说不行啊然后我这个同事说知道了，回去偷偷把门一关就开始放电影
1	我觉得这就是小红书没什么用但是看了五分钟的科普天花板。拜服
1	炸裂但很实用
1	有一次在我们小区门口，一个男的队另一个男的说，她已经在30岁了，不是你三言两语就能骗回家的了，你得拿出点实际的东西，总不能人家有房你没有吧，十几，二十多的你爱她，她爱你，现在你再这样骗不了的，所以其实男人也有清醒的
0	没正面怎么搭讪
1	檬从根源解决问题
1	还有外星人电解质水
0	但是真的太齁了
1	密密麻麻是他的自尊
1	6，跟土豪似的就对了一个
1	这姐妹真好玩哈哈哈哈
1	现在和以后精致的女生会越来越多女孩子就是如此美好的存在
1	唔~苹果14冲
1	这男的该去看病了
1	有些小聪明还是不要的好。做人做事端正点
0	昨晚上我这边下了两个小时的就这样了
0	我这位伯母结过3次婚，今年回去估计又会催我结婚，到时候我准备说:结婚这么好，那你多结几次吧。或:原来伯伯你结婚这么多次，是因为结婚很好呀？怪不得一直催我呢
1	最后一太爽了乳腺直接通了
1	笑死我了谁出的答案错这么多！
1	给我看笑了《你也觉得我很幽默啊》
1	烦死了，我也是这种人
1	青桔的最好喝
1	马上下楼买。
1	可以洗蹭了铁锈的衣服，嘎嘎白
0	我们公司的产品
0	选做老婆的，容易撑控比样子漂亮身材好更重要
1	正确的学习姿势
1	地合上了为啥人不会立刻死啊，不能立刻死也太恐怖了
0	我跟他们几年不来往了，大年三十年夜饭骂我不结婚
1	好好好，就喜欢这种学习方式
1	记得小时候很软，现在齁甜
1	我很喜欢绿色的，粉色的兑咖啡也好喝
1	脱了裤子放屁
1	我超爱的饮料！唯一！
1	下次用红笔作答，正确率高
1	原来这么多年都学错了
1	知道了！现在就去买
1	我曾经好奇在实验室检测过380
1	还有一个说法就是地震后的地方后面一两年的果蔬成熟会更好吃，因为有人的养分
1	孩子结婚了，唯一安心的是父母，但不知道安的什么心
1	前段时间嗓子疼看别人说可以治嗓子疼就买来喝了，前一天晚上喝了一瓶第二天早上起来没那么疼了
1	他真的教科书式的破防哈哈哈
1	救命，电动车不带头盔那个就是我前两天发生的，两个警察问我两边是不是第一次，还好我真的是第一次现在看到感觉忽然反应过来了
1	有谁记得之前有个维饮料叫悦活格吗我超级喜欢可惜没有了
1	我决定了，我以后买水都会买水溶100了
1	虽然我是女生，我赞同你的意见，我也不敢搭讪大帅哥，我也觉得在大街上突然去搭讪女生是很不礼貌的行为，女生会害怕
1	直接滑倒最后，早有预料
1	感觉还挺好喝
1	我去要男生微信还有几次没给麻了
1	比如冰淇淋那个我是真的不会说我掉了不要钱再给我拿一个，不好意思免费拿
1	这个世界疯特乐
1	这玩意可以解酒
1	尼玛看了半天那么认真最后真的想骂人
0	吹完了才认出来不是自己的车
1	头发好漂亮啊
1	你再说下去我可就要下单了
1	马上下单一箱
0	直发，随意抓起来
1	学会了哈哈哈
1	谁教的你这么写文的？？！
1	我爸妈在我六年级就分居了，后来离婚了居然觉得我能过好婚姻，让我结婚！我这个人懒得要死
1	看到他破防我就放心了
0	好奇点开看了一下请说出你的秘笈
1	第四个真的，说的这么明显了
1	不行不行，你这还是对的太多了，七对三，你小子这要上岸清华啊
1	明显的话可能涉嫌引导，律师要遭的
1	以前不会化妆就有很多人搭讪我但是我学会化妆了穿衣服了反而没人来搭讪了唉我也想不通啊
1	我是看起来很好拿捏吗？？这么说？
1	疫情之后好多事变得好后怕、在疫情之前都不会想到焦虑和烦恼、
1	太典了，典到可以当作模板的程度了
1	知识以邪恶的方式进了脑子
1	青皮桔的最好喝
1	现在立刻马上喝！
1	？那你要的重点是啥
1	快出无糖，不开玩笑
1	看到这种男的是我熬夜的代价
0	头发皮肤都好有质感，包包也是！的，我之前还想买来着。这样看来也挺百搭，这种淑女的衣服都毫无违和感
1	太神奇了，我正在喝水溶就刷到了
1	我就知道一定是答案错了
0	这男的…其实他就是喜欢你忘不了你，但又扭捏不敢承认，结果最后还是被你整破防了，强行挽尊失败
1	我考科三第一次压实线第二次靠边停车觉得压实线了挪了一洗车然后安全员问我停好没我没听懂我以为暗示我再动一点事实上在暗示我拉手刹挂档然后我又挪了一次服了两次挪车正好没过
0	什么牌子的呀
1	笑死从小到大没有被搭讪过也没有被表白过根本没有异性缘我身边的同学多少都有我就没有
1	考研带红笔去，对的多
1	我也觉得，他不会以为自己还很有魅力吧
0	这不是骚扰美女吗？还喜欢，那它的喜欢好畸形
1	好好好学到了
1	那我估计是笨的
1	笑死我了骂得太好了
1	有能力的看不上这样的，没能力的自卑不敢搭讪
1	哈哈哈哈我知道有些会！但是比较搭讪陌生女孩子！还是会跟一些看起来甜甜的女孩搭讪的！不过最近健身房跑的多，互相搭讪的都是健身房的大姐们哈哈哈哈，然后被姐姐们催生，
1	你太会说话了，怪不得对方破防得这么快
1	所以我爸说，你要看起来就很贵，这样就能筛走一大波没用的浪费你时间的烂桃花，身边的异性关系相对干净了，你才有时间和精力提升你自己，再去遇到势均力敌的另一半。
1	但你会离胰岛素更近一步哈哈哈哈
1	水溶100是我最爱的饮料原来真的很好
1	西柚味的真的很好喝～不太酸
0	我现在的女朋友腿比你更长更白
1	已经被骗很多次了
1	哪个理发师烫的好丝滑
1	原来真的有这么离谱的人。结尾的单词是不是忘记放了，我还等着背单词呢
0	所以含蓄的让我听不出来里面的意思
